x y z
-2.85 -0.9 -0.0020903055560656
-2.7 -0.9 -0.0011923917735136
-2.55 -0.9 -0.000390303658317381
-2.4 -0.9 0.000314065213722792
-2.25 -0.9 0.000918918922285017
-2.1 -0.9 0.00142256581784961
-1.95 -0.9 0.0018234249195167
-1.8 -0.9 0.0021200320533018
-1.65 -0.9 0.00231104568938179
-1.5 -0.9 0.00239525243768401
-1.35 -0.9 0.00237157216256612
-1.2 -0.9 0.00223906267911833
-1.05 -0.9 0.00199692399583551
-0.9 -0.9 0.00164450207103517
-0.75 -0.9 0.00118129205341533
-0.6 -0.9 0.00060694098053049
-0.45 -0.9 -7.87500873203895e-05
-0.3 -0.9 -0.00087582451629642
-0.15 -0.9 -0.00178416914555735
0 -0.9 -0.00280351394095757
0.15 -0.9 -0.00326768140955602
0.3 -0.9 -0.00376452482188416
0.45 -0.9 -0.00429396146460925
0.6 -0.9 -0.00485589508150297
0.75 -0.9 -0.00545021595600292
0.9 -0.9 -0.00607680100922914
1.05 -0.9 -0.00673551391326521
1.2 -0.9 -0.00742620521947501
1.35 -0.9 -0.00814871250159133
1.5 -0.9 -0.0089028605132877
1.65 -0.9 -0.0096884613599052
1.8 -0.9 -0.0105053146839793
1.95 -0.9 -0.0113532078641854
2.1 -0.9 -0.0122319162272889
2.25 -0.9 -0.0131412032726628
2.4 -0.9 -0.0140808209089118
2.55 -0.9 -0.0150505097021163
2.7 -0.9 -0.0160499991351888
2.85 -0.9 -0.017079007877819
3 -0.9 -0.01813724406646
-3 -0.75 -0.00570871127011341
-2.85 -0.75 -0.00455132591933849
-2.7 -0.75 -0.00348650043756349
-2.55 -0.75 -0.00251627678438582
-2.4 -0.75 -0.00164260860033039
-2.25 -0.75 -0.000867354340165161
-2.1 -0.75 -0.000192270570498421
-1.95 -0.75 0.000380994526150591
-1.8 -0.75 0.000850907398602163
-1.65 -0.75 0.00121605508379197
-1.5 -0.75 0.00147515083210048
-1.35 -0.75 0.00162703936154118
-1.2 -0.75 0.00167070170280459
-1.05 -0.75 0.00160525959929503
-0.9 -0.75 0.00142997942884115
-0.75 -0.75 0.00114427561671004
-0.6 -0.75 0.000747713512866954
-0.45 -0.75 0.000240011710081922
-0.3 -0.75 -0.000378956216569359
-0.15 -0.75 -0.00110916056405275
0 -0.75 -0.00195041496041193
0.15 -0.75 -0.00234042042746208
0.3 -0.75 -0.00276315169636066
0.45 -0.75 -0.00321853633801195
0.6 -0.75 -0.00370648834963205
0.75 -0.75 -0.00422690823021943
0.9 -0.75 -0.00477968307153787
1.05 -0.75 -0.00536468666442669
1.2 -0.75 -0.00598177962022206
1.35 -0.75 -0.00663080950703998
1.5 -0.75 -0.00731161100063726
1.65 -0.75 -0.00802400604953613
1.8 -0.75 -0.00876780405406841
1.95 -0.75 -0.00954280205896441
2.1 -0.75 -0.0103487849590838
2.25 -0.75 -0.0111855257178622
2.4 -0.75 -0.0120527855980164
2.55 -0.75 -0.0129503144040349
2.7 -0.75 -0.0138778507359507
2.85 -0.75 -0.0148351222538807
3 -0.75 -0.0158218459527923
-3 -0.6 -0.00849499789226893
-2.85 -0.6 -0.00717187108867101
-2.7 -0.6 -0.00593999973213388
-2.55 -0.6 -0.00480148298116767
-2.4 -0.6 -0.00375833424579419
-2.25 -0.6 -0.00281247424625175
-2.1 -0.6 -0.00196572422478747
-1.95 -0.6 -0.00121979935282335
-1.8 -0.6 -0.000576302375874582
-1.65 -0.6 -3.67175382871565e-05
-1.5 -0.6 0.000397595170889442
-1.35 -0.6 0.000725405410754609
-1.2 -0.6 0.000945617481610483
-1.05 -0.6 0.00105727488174734
-0.9 -0.6 0.00105956439395194
-0.75 -0.6 0.000951819670609866
-0.6 -0.6 0.000733524289514564
-0.45 -0.6 0.000404314256089333
-0.3 -0.6 -3.60200683727774e-05
-0.15 -0.6 -0.000587532628691045
0 -0.6 -0.00125012093986165
0.15 -0.6 -0.00156571599298783
0.3 -0.6 -0.00191407965747525
0.45 -0.6 -0.0022951498269268
0.6 -0.6 -0.00270885079336391
0.75 -0.6 -0.00315509331557862
0.9 -0.6 -0.00363377470304316
1.05 -0.6 -0.00414477891521292
1.2 -0.6 -0.00468797667601095
1.35 -0.6 -0.00526322560325876
1.5 -0.6 -0.00587037035278026
1.65 -0.6 -0.00650924277687326
1.8 -0.6 -0.00717966209681675
1.95 -0.6 -0.00788143508904748
2.1 -0.6 -0.00861435628461427
2.25 -0.6 -0.00937820818148971
2.4 -0.6 -0.0101727614692958
2.55 -0.6 -0.0109977752659733
2.7 -0.6 -0.011852997365904
2.85 -0.6 -0.0127381644989749
3 -0.6 -0.0136530026000535
-3 -0.45 -0.0114400193398864
-2.85 -0.45 -0.00995114945475695
-2.7 -0.45 -0.00855220826015102
-2.55 -0.45 -0.007245351753429
-2.4 -0.45 -0.00603265277740328
-2.25 -0.45 -0.0049160940058266
-2.1 -0.45 -0.0038975610707177
-1.95 -0.45 -0.00297883587389902
-1.8 -0.45 -0.00216159012529049
-1.65 -0.45 -0.00144737915028403
-1.5 -0.45 -0.000837636007855691
-1.35 -0.45 -0.000333665959989071
-1.2 -0.45 6.33586685553356e-05
-1.05 -0.45 0.000352403203046303
-0.9 -0.45 0.000532574869483882
-0.75 -0.45 0.000603126551306232
-0.6 -0.45 0.000563460023390361
-0.45 -0.45 0.000413128638165894
-0.3 -0.45 0.0001518394425013
-0.15 -0.45 -0.000220545291863661
0 -0.45 -0.000704007137234508
0.15 -0.45 -0.000944991334710155
0.3 -0.45 -0.00121877983403407
0.45 -0.45 -0.00152532088333746
0.6 -0.45 -0.00186454910421485
0.75 -0.45 -0.00223638555292727
0.9 -0.45 -0.00264073779721163
1.05 -0.45 -0.00307750000853868
1.2 -0.45 -0.00354655306962537
1.35 -0.45 -0.00404776469697288
1.5 -0.45 -0.00458098957816822
1.65 -0.45 -0.00514606952365837
1.8 -0.45 -0.00574283363267003
1.95 -0.45 -0.00637109847292217
2.1 -0.45 -0.00703066827374799
2.25 -0.45 -0.00772133513221618
2.4 -0.45 -0.00844287923181475
2.55 -0.45 -0.00919506907323875
2.7 -0.45 -0.00997766171679726
2.85 -0.45 -0.0107904030359351
3 -0.45 -0.0116330279813489
-3 -0.3 -0.014542555699818
-2.85 -0.3 -0.0128880511713013
